Date,Time,Min Delay
2024-05-12,12:29,8
2024-05-12,12:31,18
2024-05-12,12:42,10
2024-05-12,12:43,8
2024-05-12,12:45,9
2024-05-12,12:47,0
2024-05-12,12:59,10
2024-05-12,13:00,0
2024-05-12,13:12,10
2024-05-12,13:13,16
2024-05-12,13:29,8
2024-05-12,13:32,10
2024-05-12,13:43,45
2024-05-12,13:44,16
2024-05-12,13:56,9
2024-05-12,14:00,0
2024-05-12,14:00,0
2024-05-12,14:05,12
2024-05-12,14:12,10
2024-05-12,14:20,0
2024-05-12,14:25,6
2024-05-12,14:26,12
2024-05-12,14:41,10
2024-05-12,14:45,10
2024-05-12,14:58,0
2024-05-12,14:59,0
2024-05-12,15:06,22
2024-05-12,15:16,20
2024-05-12,15:18,0
2024-05-12,15:24,5
2024-05-12,15:51,22
2024-05-12,15:57,0
2024-05-12,16:06,23
2024-05-12,16:07,22
2024-05-12,16:14,8
2024-05-12,16:29,20
2024-05-12,16:33,8
2024-05-12,16:48,12
2024-05-12,16:55,210
2024-05-12,16:58,10
2024-05-12,17:09,173
2024-05-12,17:11,12
2024-05-12,17:14,206
2024-05-12,17:14,206
2024-05-12,17:20,220
2024-05-12,17:22,214
2024-05-12,17:22,213
2024-05-12,17:38,50
2024-05-12,17:41,7
2024-05-12,17:42,0
2024-05-12,17:47,10
2024-05-12,17:49,7
2024-05-12,17:55,10
2024-05-12,17:57,428
2024-05-12,17:58,20
2024-05-12,18:12,30
2024-05-12,18:13,18
2024-05-12,18:27,14
2024-05-12,18:29,12
2024-05-12,18:30,10
2024-05-12,18:38,7
2024-05-12,18:40,20
2024-05-12,19:07,24
2024-05-12,19:22,22
2024-05-12,19:27,12
2024-05-12,19:44,11
2024-05-12,19:49,10
2024-05-12,20:03,30
2024-05-12,20:22,20
2024-05-12,20:35,22
2024-05-12,20:54,20
2024-05-12,21:04,10
2024-05-12,21:10,12
2024-05-12,21:27,19
2024-05-12,21:29,8
2024-05-12,21:49,10
2024-05-12,21:50,22
2024-05-12,22:28,10
2024-05-12,22:39,10
2024-05-12,22:41,0
2024-05-12,22:46,20
2024-05-12,23:00,10
2024-05-12,23:11,173
2024-05-12,23:30,25
2024-05-12,23:32,20
2024-05-12,23:35,0
2024-05-12,23:52,0
2024-05-12,23:54,10
2024-05-12,00:05,10
2024-05-13,02:02,203
2024-05-13,02:05,0
2024-05-13,02:14,30
2024-05-13,03:06,7
2024-05-13,03:13,0
2024-05-13,03:51,30
2024-05-13,05:00,30
2024-05-13,05:08,10
2024-05-13,05:15,0
2024-05-13,05:18,13
2024-05-13,05:28,6
2024-05-13,05:41,15
2024-05-13,05:46,25
2024-05-13,06:03,0
2024-05-13,06:04,18
2024-05-13,06:04,10
2024-05-13,06:18,9
2024-05-13,06:21,8
2024-05-13,06:22,10
2024-05-13,06:22,26
2024-05-13,06:32,12
2024-05-13,06:33,10
2024-05-13,06:38,11
2024-05-13,06:38,10
2024-05-13,06:41,10
2024-05-13,06:42,10
2024-05-13,06:50,10
2024-05-13,06:50,25
2024-05-13,06:50,6
2024-05-13,06:53,15
2024-05-13,06:55,121
2024-05-13,07:04,14
2024-05-13,07:05,12
2024-05-13,07:08,10
2024-05-13,07:09,115
2024-05-13,07:15,10
2024-05-13,07:15,15
2024-05-13,07:20,10
2024-05-13,07:20,12
2024-05-13,07:22,9
2024-05-13,07:23,7
2024-05-13,07:24,10
2024-05-13,07:25,8
2024-05-13,07:28,12
2024-05-13,07:35,7
2024-05-13,07:38,15
2024-05-13,07:41,10
2024-05-13,07:46,6
2024-05-13,07:49,10
2024-05-13,07:51,6
2024-05-13,07:55,7
2024-05-13,07:55,8
2024-05-13,07:57,40
2024-05-13,07:59,20
2024-05-13,08:00,9
2024-05-13,08:03,7
2024-05-13,08:10,9
2024-05-13,08:43,20
2024-05-13,08:51,6
2024-05-13,08:53,13
2024-05-13,08:59,0
2024-05-13,09:00,0
2024-05-13,09:00,0
2024-05-13,09:03,7
2024-05-13,09:05,10
2024-05-13,09:09,0
2024-05-13,09:17,50
2024-05-13,09:17,20
2024-05-13,09:22,8
2024-05-13,09:22,23
2024-05-13,09:24,8
2024-05-13,09:24,22
2024-05-13,09:27,10
2024-05-13,09:28,6
2024-05-13,09:31,0
2024-05-13,09:33,10
2024-05-13,09:35,12
2024-05-13,09:41,8
2024-05-13,09:51,2
2024-05-13,10:01,6
2024-05-13,10:05,10
2024-05-13,10:06,9
2024-05-13,10:10,25
2024-05-13,10:10,25
2024-05-13,10:12,12
2024-05-13,10:15,10
2024-05-13,10:16,104
2024-05-13,10:17,18
2024-05-13,10:17,942
2024-05-13,10:18,300
2024-05-13,10:20,8
2024-05-13,10:22,8
2024-05-13,11:09,23
2024-05-13,11:12,10
2024-05-13,11:26,12
2024-05-13,11:29,15
2024-05-13,11:42,191
2024-05-13,11:51,10
2024-05-13,11:51,7
2024-05-13,11:56,10
2024-05-13,11:58,0
2024-05-13,11:58,0
2024-05-13,12:14,10
2024-05-13,12:23,8
2024-05-13,12:42,9
2024-05-13,12:44,17
2024-05-13,12:49,30
2024-05-13,12:50,10
2024-05-13,12:55,8
2024-05-13,12:55,8
2024-05-13,13:04,8
2024-05-13,13:08,30
2024-05-13,13:08,18
2024-05-13,13:09,50
2024-05-13,13:12,14
2024-05-13,13:12,6
2024-05-13,13:12,22
2024-05-13,13:17,10
2024-05-13,13:18,10
2024-05-13,13:20,20
2024-05-13,13:24,20
2024-05-13,13:26,15
2024-05-13,13:26,8
2024-05-13,13:29,10
2024-05-13,13:32,12
2024-05-13,13:37,28
2024-05-13,13:38,8
2024-05-13,13:39,13
2024-05-13,13:40,10
2024-05-13,13:41,15
2024-05-13,13:42,10
2024-05-13,13:42,10
2024-05-13,13:42,10
2024-05-13,13:43,4
2024-05-13,13:48,4
2024-05-13,13:49,0
2024-05-13,13:51,8
2024-05-13,13:53,4
2024-05-13,13:56,16
2024-05-13,13:59,9
2024-05-13,13:59,16
2024-05-13,14:01,12
2024-05-13,14:01,11
2024-05-13,14:03,9
2024-05-13,14:05,8
2024-05-13,14:05,20
2024-05-13,14:11,6
2024-05-13,14:13,3
2024-05-13,14:14,8
2024-05-13,14:18,9
2024-05-13,14:18,15
2024-05-13,14:26,13
2024-05-13,14:26,10
2024-05-13,14:28,5
2024-05-13,14:29,12
2024-05-13,14:33,0
2024-05-13,14:38,9
2024-05-13,14:41,6
2024-05-13,14:41,10
2024-05-13,14:41,8
2024-05-13,14:44,0
2024-05-13,14:45,9
2024-05-13,14:51,10
2024-05-13,14:52,8
2024-05-13,14:54,6
2024-05-13,14:54,6
2024-05-13,14:55,10
2024-05-13,14:57,27
2024-05-13,15:00,10
2024-05-13,15:00,10
2024-05-13,15:03,24
2024-05-13,15:03,7
2024-05-13,15:04,10
2024-05-13,15:05,10
2024-05-13,15:07,8
2024-05-13,15:08,10
2024-05-13,15:08,18
2024-05-13,15:11,18
2024-05-13,15:11,10
2024-05-13,15:11,10
2024-05-13,15:12,18
2024-05-13,15:13,10
2024-05-13,15:15,18
2024-05-13,15:22,9
2024-05-13,15:22,7
2024-05-13,15:24,63
2024-05-13,15:27,10
2024-05-13,15:28,5
2024-05-13,15:32,0
2024-05-13,15:32,10
2024-05-13,15:34,10
2024-05-13,15:35,10
2024-05-13,15:37,10
2024-05-13,15:37,12
2024-05-13,15:42,8
2024-05-13,15:42,62
2024-05-13,15:44,10
2024-05-13,15:44,0
2024-05-13,15:45,10
2024-05-13,15:49,12
2024-05-13,15:52,65
2024-05-13,15:55,10
2024-05-13,16:01,10
2024-05-13,16:02,10
2024-05-13,16:04,0
2024-05-13,16:05,8
2024-05-13,16:06,11
2024-05-13,16:07,10
2024-05-13,16:15,68
2024-05-13,16:15,12
2024-05-13,16:18,8
2024-05-13,16:18,10
2024-05-13,16:25,10
2024-05-13,16:32,10
2024-05-13,16:34,9
2024-05-13,16:42,9
2024-05-13,16:51,20
2024-05-13,17:06,10
2024-05-13,17:08,20
2024-05-13,17:08,20
2024-05-13,17:10,12
2024-05-13,17:19,10
2024-05-13,17:19,20
2024-05-13,17:20,10
2024-05-13,17:28,10
2024-05-13,17:38,17
2024-05-13,17:42,43
2024-05-13,17:42,18
2024-05-13,17:48,15
2024-05-13,18:02,10
2024-05-13,18:09,8
2024-05-13,18:14,12
2024-05-13,18:20,8
2024-05-13,18:22,18
2024-05-13,18:22,10
2024-05-13,18:27,10
2024-05-13,18:36,8
2024-05-13,18:40,12
2024-05-13,18:45,6
2024-05-13,19:04,25
2024-05-13,19:09,26
2024-05-13,19:11,26
2024-05-13,19:14,26
2024-05-13,19:17,8
2024-05-13,19:26,12
2024-05-13,19:49,10
2024-05-13,19:57,30
2024-05-13,20:10,12
2024-05-13,20:13,25
2024-05-13,20:16,12
2024-05-13,20:47,25
2024-05-13,20:47,8
2024-05-13,20:52,12
2024-05-13,21:09,0
2024-05-13,21:37,16
2024-05-13,21:58,15
2024-05-13,22:06,16
2024-05-13,22:12,18
2024-05-13,22:15,10
2024-05-13,22:27,13
2024-05-13,22:34,10
2024-05-13,22:38,12
2024-05-13,22:53,0
2024-05-13,23:04,14
2024-05-13,23:06,22
2024-05-13,23:23,20
2024-05-13,23:25,10
2024-05-13,23:43,10
2024-05-13,23:45,10
2024-05-13,23:51,30
2024-05-13,23:59,10
2024-05-13,00:31,10
2024-05-13,01:09,10
2024-05-13,01:20,0
2024-05-13,01:58,235
2024-05-14,02:06,0
2024-05-14,02:32,0
2024-05-14,03:13,20
2024-05-14,03:50,117
2024-05-14,04:10,30
2024-05-14,04:20,16
2024-05-14,05:15,20
2024-05-14,05:30,16
2024-05-14,05:36,10
2024-05-14,05:49,35
2024-05-14,05:51,9
2024-05-14,05:53,30
2024-05-14,05:54,0
2024-05-14,05:55,14
2024-05-14,06:02,6
2024-05-14,06:03,50
2024-05-14,06:05,80
2024-05-14,06:08,80
2024-05-14,06:10,10
2024-05-14,06:18,12
2024-05-14,06:27,6
2024-05-14,06:28,10
2024-05-14,06:30,10
2024-05-14,06:32,6
2024-05-14,06:35,10
2024-05-14,06:54,0
2024-05-14,06:57,0
2024-05-14,07:08,9
2024-05-14,07:11,8
2024-05-14,07:15,8
2024-05-14,07:24,7
2024-05-14,07:41,18
2024-05-14,07:42,27
2024-05-14,07:45,22
2024-05-14,07:53,10
2024-05-14,07:55,30
2024-05-14,07:56,10
2024-05-14,08:00,0
2024-05-14,08:02,765
2024-05-14,08:09,8
2024-05-14,08:14,19
2024-05-14,08:17,7
2024-05-14,08:21,8
2024-05-14,08:29,8
2024-05-14,08:31,37
2024-05-14,08:36,8
2024-05-14,08:47,12
2024-05-14,08:52,10
2024-05-14,09:03,30
2024-05-14,09:12,5
2024-05-14,09:15,22
2024-05-14,09:15,25
2024-05-14,09:17,0
2024-05-14,09:19,0
2024-05-14,09:30,5
2024-05-14,09:30,20
2024-05-14,09:44,12
2024-05-14,09:49,11
2024-05-14,10:14,24
2024-05-14,10:31,0
2024-05-14,10:33,27
2024-05-14,10:53,5
2024-05-14,11:08,15
2024-05-14,11:13,10
2024-05-14,11:15,17
2024-05-14,11:20,25
2024-05-14,11:20,10
2024-05-14,11:26,5
2024-05-14,11:32,26
2024-05-14,11:42,5
2024-05-14,12:05,8
2024-05-14,12:08,9
2024-05-14,12:22,10
2024-05-14,12:39,10
2024-05-14,12:43,5
2024-05-14,13:11,20
2024-05-14,13:22,7
2024-05-14,13:46,20
2024-05-14,13:54,22
2024-05-14,13:58,30
2024-05-14,13:59,7
2024-05-14,14:00,30
2024-05-14,14:17,18
2024-05-14,14:23,6
2024-05-14,14:31,8
2024-05-14,14:45,7
2024-05-14,14:46,10
2024-05-14,14:48,9
2024-05-14,14:56,15
2024-05-14,14:57,10
2024-05-14,15:00,0
2024-05-14,15:05,27
2024-05-14,15:05,27
2024-05-14,15:05,27
2024-05-14,15:11,426
2024-05-14,15:12,10
2024-05-14,15:13,9
2024-05-14,15:25,20
2024-05-14,15:43,70
2024-05-14,15:48,15
2024-05-14,15:52,10
2024-05-14,15:52,0
2024-05-14,15:53,9
2024-05-14,16:05,0
2024-05-14,16:10,30
2024-05-14,16:22,15
2024-05-14,16:25,12
2024-05-14,16:47,17
2024-05-14,16:53,8
2024-05-14,16:55,8
2024-05-14,16:57,10
2024-05-14,17:01,8
2024-05-14,17:13,0
2024-05-14,17:19,18
2024-05-14,17:20,20
2024-05-14,17:22,7
2024-05-14,17:33,25
2024-05-14,17:36,16
2024-05-14,17:39,18
2024-05-14,17:43,16
2024-05-14,17:51,15
2024-05-14,17:51,15
2024-05-14,17:55,6
2024-05-14,17:58,10
2024-05-14,18:00,20
2024-05-14,18:10,10
2024-05-14,18:12,20
2024-05-14,18:17,10
2024-05-14,18:23,10
2024-05-14,18:24,20
2024-05-14,18:24,9
2024-05-14,18:31,12
2024-05-14,18:37,10
2024-05-14,18:39,20
2024-05-14,18:41,14
2024-05-14,18:46,10
2024-05-14,18:57,17
2024-05-14,19:00,16
2024-05-14,19:02,21
2024-05-14,19:14,0
2024-05-14,19:14,10
2024-05-14,19:15,8
2024-05-14,19:16,20
2024-05-14,19:22,20
2024-05-14,19:32,11
2024-05-14,19:38,11
2024-05-14,19:50,8
2024-05-14,19:57,0
2024-05-14,19:58,18
2024-05-14,20:14,15
2024-05-14,20:44,20
2024-05-14,21:02,14
2024-05-14,21:10,8
2024-05-14,21:23,6
2024-05-14,21:25,20
2024-05-14,21:56,30
2024-05-14,22:08,15
2024-05-14,22:20,10
2024-05-14,23:00,10
2024-05-14,23:01,4
2024-05-14,23:13,10
2024-05-14,23:20,20
2024-05-14,23:52,10
2024-05-14,23:53,10
2024-05-14,00:13,10
2024-05-14,00:16,30
2024-05-14,00:34,10
2024-05-14,01:11,30
2024-05-15,03:20,30
2024-05-15,03:50,5
2024-05-15,04:16,11
2024-05-15,04:24,0
2024-05-15,04:46,15
2024-05-15,04:49,0
2024-05-15,05:18,174
2024-05-15,05:27,0
2024-05-15,05:31,7
2024-05-15,05:40,15
2024-05-15,05:43,121
2024-05-15,05:46,0
2024-05-15,05:48,10
2024-05-15,05:52,10
2024-05-15,05:53,10
2024-05-15,05:53,8
2024-05-15,06:00,10
2024-05-15,06:06,9
2024-05-15,06:07,6
2024-05-15,06:22,9
2024-05-15,06:24,8
2024-05-15,06:30,10
2024-05-15,06:39,7
2024-05-15,06:42,10
2024-05-15,06:45,50
2024-05-15,06:48,8
2024-05-15,07:03,16
2024-05-15,07:18,707
2024-05-15,07:23,16
2024-05-15,07:26,40
2024-05-15,07:28,10
2024-05-15,07:30,0
2024-05-15,07:30,0
2024-05-15,07:30,0
2024-05-15,07:31,18
2024-05-15,07:41,14
2024-05-15,07:41,8
2024-05-15,07:50,6
2024-05-15,08:04,12
2024-05-15,08:08,6
2024-05-15,08:09,10
2024-05-15,08:20,6
2024-05-15,08:23,0
2024-05-15,08:32,8
2024-05-15,08:38,10
2024-05-15,08:46,6
2024-05-15,09:05,26
2024-05-15,09:07,9
2024-05-15,09:20,0
2024-05-15,09:20,0
2024-05-15,09:20,0
2024-05-15,09:20,0
2024-05-15,09:34,0
2024-05-15,09:51,9
2024-05-15,09:54,10
2024-05-15,10:02,30
2024-05-15,10:05,6
2024-05-15,10:11,20
2024-05-15,10:12,300
2024-05-15,10:12,20
2024-05-15,10:13,10
2024-05-15,10:28,0
2024-05-15,10:38,0
2024-05-15,11:06,10
2024-05-15,11:49,0
2024-05-15,11:54,8
2024-05-15,11:56,12
2024-05-15,12:18,8
2024-05-15,12:19,9
2024-05-15,12:28,0
2024-05-15,12:33,26
2024-05-15,13:13,5
2024-05-15,13:14,10
2024-05-15,13:32,10
2024-05-15,13:35,10
2024-05-15,13:41,8
2024-05-15,14:00,13
2024-05-15,14:03,8
2024-05-15,14:05,30
2024-05-15,14:06,8
2024-05-15,14:06,0
2024-05-15,14:12,8
2024-05-15,14:14,21
2024-05-15,14:24,22
2024-05-15,14:25,24
2024-05-15,14:29,10
2024-05-15,14:30,30
2024-05-15,14:50,24
2024-05-15,14:53,5
2024-05-15,14:56,0
2024-05-15,14:58,7
2024-05-15,15:00,0
2024-05-15,15:07,18
2024-05-15,15:09,20
2024-05-15,15:17,12
2024-05-15,15:24,0
2024-05-15,15:30,18
2024-05-15,15:37,8
2024-05-15,15:40,0
2024-05-15,15:42,9
2024-05-15,16:00,0
2024-05-15,16:01,10
2024-05-15,16:19,16
2024-05-15,16:23,0
2024-05-15,16:25,10
2024-05-15,16:26,25
2024-05-15,16:26,22
2024-05-15,16:29,10
2024-05-15,16:35,15
2024-05-15,16:39,0
2024-05-15,16:46,0
2024-05-15,16:52,11
2024-05-15,16:53,8
2024-05-15,17:01,13
2024-05-15,17:09,6
2024-05-15,17:14,0
2024-05-15,17:19,0
2024-05-15,17:34,10
2024-05-15,17:43,12
2024-05-15,18:00,10
2024-05-15,18:01,10
2024-05-15,18:02,10
2024-05-15,18:09,6
2024-05-15,18:20,10
2024-05-15,18:23,0
2024-05-15,18:47,15
2024-05-15,18:47,16
2024-05-15,18:53,12
2024-05-15,19:07,10
2024-05-15,19:08,0
2024-05-15,19:18,12
2024-05-15,19:23,12
2024-05-15,19:26,15
2024-05-15,19:27,8
2024-05-15,19:47,7
2024-05-15,19:53,22
2024-05-15,19:59,14
2024-05-15,20:01,11
2024-05-15,20:04,20
2024-05-15,20:05,30
2024-05-15,20:45,0
2024-05-15,21:03,15
2024-05-15,21:15,20
2024-05-15,21:38,8
2024-05-15,21:51,7
2024-05-15,22:03,0
2024-05-15,22:19,15
2024-05-15,22:23,10
2024-05-15,22:25,30
2024-05-15,22:38,20
2024-05-15,22:52,10
2024-05-15,22:55,10
2024-05-15,00:42,10
2024-05-15,00:53,0
2024-05-15,01:18,15
2024-05-15,01:49,15
2024-05-16,03:26,30
2024-05-16,03:34,130
2024-05-16,04:51,20
2024-05-16,05:32,9
2024-05-16,06:18,6
2024-05-16,06:20,15
2024-05-16,06:25,8
2024-05-16,06:30,10
2024-05-16,06:35,137
2024-05-16,06:35,24
2024-05-16,06:49,5
2024-05-16,07:02,6
2024-05-16,07:09,19
2024-05-16,07:20,16
2024-05-16,07:32,62
2024-05-16,07:32,16
2024-05-16,07:42,22
2024-05-16,07:47,5
2024-05-16,07:47,5
2024-05-16,07:53,9
2024-05-16,07:58,0
2024-05-16,08:02,6
2024-05-16,08:12,10
2024-05-16,08:39,10
2024-05-16,08:41,0
2024-05-16,08:47,10
2024-05-16,08:48,10
2024-05-16,08:51,0
2024-05-16,08:55,8
2024-05-16,09:07,8
2024-05-16,09:07,9
2024-05-16,09:09,10
2024-05-16,09:09,10
2024-05-16,09:12,12
2024-05-16,09:12,12
2024-05-16,09:14,0
2024-05-16,09:17,16
2024-05-16,09:24,50
2024-05-16,09:26,20
2024-05-16,09:28,10
2024-05-16,09:30,20
2024-05-16,09:46,7
2024-05-16,09:52,10
2024-05-16,10:03,30
2024-05-16,10:08,10
2024-05-16,10:08,10
2024-05-16,10:11,0
2024-05-16,10:26,19
2024-05-16,10:33,17
2024-05-16,10:34,30
2024-05-16,10:40,40
2024-05-16,10:45,29
2024-05-16,10:56,12
2024-05-16,11:01,599
2024-05-16,11:02,10
2024-05-16,11:05,15
2024-05-16,11:09,10
2024-05-16,11:21,25
2024-05-16,11:30,16
2024-05-16,11:32,12
2024-05-16,11:36,0
2024-05-16,11:40,8
2024-05-16,11:51,10
2024-05-16,12:05,30
2024-05-16,12:30,0
2024-05-16,12:31,8
2024-05-16,12:46,10
2024-05-16,12:54,9
2024-05-16,13:04,7
2024-05-16,13:18,9
2024-05-16,13:23,4
2024-05-16,13:40,28
2024-05-16,13:41,0
2024-05-16,13:45,10
2024-05-16,13:54,14
2024-05-16,13:58,4
2024-05-16,14:17,8
2024-05-16,14:22,22
2024-05-16,14:24,10
2024-05-16,14:25,24
2024-05-16,14:27,8
2024-05-16,14:28,7
2024-05-16,14:29,10
2024-05-16,14:40,0
2024-05-16,14:57,10
2024-05-16,14:57,19
2024-05-16,15:01,0
2024-05-16,15:05,0
2024-05-16,15:11,11
2024-05-16,15:11,0
2024-05-16,15:12,0
2024-05-16,15:13,10
2024-05-16,15:15,24
2024-05-16,15:18,0
2024-05-16,15:20,24
2024-05-16,15:24,0
2024-05-16,15:26,0
2024-05-16,15:30,6
2024-05-16,15:33,10
2024-05-16,15:33,10
2024-05-16,15:41,18
2024-05-16,15:45,0
2024-05-16,15:50,60
2024-05-16,15:50,10
2024-05-16,15:55,10
2024-05-16,15:58,10
2024-05-16,16:20,0
2024-05-16,16:20,0
2024-05-16,16:23,6
2024-05-16,16:23,10
2024-05-16,16:23,22
2024-05-16,16:24,0
2024-05-16,16:46,12
2024-05-16,16:49,10
2024-05-16,16:51,10
2024-05-16,16:52,12
2024-05-16,16:54,15
2024-05-16,16:57,9
2024-05-16,16:58,30
2024-05-16,17:00,0
2024-05-16,17:13,20
2024-05-16,17:16,20
2024-05-16,17:18,15
2024-05-16,17:20,9
2024-05-16,17:23,10
2024-05-16,17:31,8
2024-05-16,17:33,20
2024-05-16,17:36,0
2024-05-16,17:40,8
2024-05-16,17:44,20
2024-05-16,18:00,10
2024-05-16,18:20,3
2024-05-16,18:20,10
2024-05-16,18:36,0
2024-05-16,18:39,10
2024-05-16,18:40,10
2024-05-16,18:46,10
2024-05-16,18:57,9
2024-05-16,19:01,18
2024-05-16,19:05,11
2024-05-16,19:12,0
2024-05-16,19:14,20
2024-05-16,19:17,50
2024-05-16,19:19,0
2024-05-16,19:22,0
2024-05-16,19:33,0
2024-05-16,19:42,30
2024-05-16,19:49,10
2024-05-16,20:00,10
2024-05-16,20:04,4
2024-05-16,20:16,10
2024-05-16,20:32,20
2024-05-16,20:38,12
2024-05-16,20:42,0
2024-05-16,20:42,8
2024-05-16,20:50,9
2024-05-16,20:53,15
2024-05-16,21:00,8
2024-05-16,21:06,30
2024-05-16,21:18,20
2024-05-16,21:20,8
2024-05-16,21:24,9
2024-05-16,21:28,15
2024-05-16,22:00,18
2024-05-16,22:05,10
2024-05-16,22:06,39
2024-05-16,22:10,20
2024-05-16,22:37,0
2024-05-16,22:43,15
2024-05-16,22:43,158
2024-05-16,23:04,10
2024-05-16,23:11,30
2024-05-16,23:15,24
2024-05-16,23:24,115
2024-05-16,23:37,10
2024-05-16,23:48,12
2024-05-16,00:02,5
2024-05-16,00:04,5
2024-05-16,00:07,20
2024-05-16,00:21,13
2024-05-16,00:23,30
2024-05-16,00:48,15
2024-05-16,00:52,1
2024-05-16,01:18,15
2024-05-16,01:51,0
2024-05-17,02:41,30
2024-05-17,02:42,0
2024-05-17,02:55,15
2024-05-17,03:42,0
2024-05-17,03:50,30
2024-05-17,03:52,0
2024-05-17,04:10,20
2024-05-17,04:31,10
2024-05-17,04:31,10
2024-05-17,05:07,12
2024-05-17,05:31,10
2024-05-17,05:38,13
2024-05-17,05:40,0
2024-05-17,05:45,8
2024-05-17,05:53,9
2024-05-17,06:17,27
2024-05-17,06:19,8
2024-05-17,06:23,1
2024-05-17,06:54,15
2024-05-17,07:05,6
2024-05-17,07:27,8
2024-05-17,07:42,6
2024-05-17,07:54,0
2024-05-17,08:00,15
2024-05-17,08:08,10
2024-05-17,08:13,26
2024-05-17,08:15,20
2024-05-17,08:25,8
2024-05-17,08:29,20
2024-05-17,08:36,22
2024-05-17,08:36,17
2024-05-17,08:41,12
2024-05-17,08:43,12
2024-05-17,08:47,10
2024-05-17,08:51,8
2024-05-17,08:51,6
2024-05-17,09:00,17
2024-05-17,09:06,10
2024-05-17,09:09,8
2024-05-17,09:13,0
2024-05-17,09:16,12
2024-05-17,09:16,21
2024-05-17,09:16,12
2024-05-17,09:31,12
2024-05-17,09:34,26
2024-05-17,09:45,20
2024-05-17,09:59,40
2024-05-17,10:02,10
2024-05-17,10:24,54
2024-05-17,10:29,42
2024-05-17,10:30,12
2024-05-17,10:37,11
2024-05-17,10:45,10
2024-05-17,10:47,20
2024-05-17,11:02,55
2024-05-17,11:26,10
2024-05-17,11:26,10
2024-05-17,11:27,8
2024-05-17,11:30,23
2024-05-17,11:33,10
2024-05-17,11:35,10
2024-05-17,11:36,0
2024-05-17,11:36,12
2024-05-17,11:37,20
2024-05-17,11:48,10
2024-05-17,11:50,20
2024-05-17,12:11,10
2024-05-17,12:29,10
2024-05-17,12:33,9
2024-05-17,12:48,9
2024-05-17,12:48,10
2024-05-17,12:50,7
2024-05-17,13:05,22
2024-05-17,13:10,10
2024-05-17,13:15,10
2024-05-17,13:20,5
2024-05-17,13:20,5
2024-05-17,13:33,10
2024-05-17,13:56,7
2024-05-17,13:57,25
2024-05-17,14:08,10
2024-05-17,14:10,12
2024-05-17,14:14,7
2024-05-17,14:15,7
2024-05-17,14:24,0
2024-05-17,14:24,18
2024-05-17,14:25,8
2024-05-17,14:28,30
2024-05-17,14:30,8
2024-05-17,14:35,71
2024-05-17,14:36,0
2024-05-17,14:50,10
2024-05-17,14:51,80
2024-05-17,14:52,0
2024-05-17,14:54,24
2024-05-17,14:57,10
2024-05-17,15:15,0
2024-05-17,15:18,10
2024-05-17,15:23,0
2024-05-17,15:37,23
2024-05-17,15:44,18
2024-05-17,15:45,16
2024-05-17,15:49,0
2024-05-17,15:50,20
2024-05-17,15:51,10
2024-05-17,15:56,12
2024-05-17,16:03,12
2024-05-17,16:03,26
2024-05-17,16:05,8
2024-05-17,16:07,10
2024-05-17,16:13,10
2024-05-17,16:13,10
2024-05-17,16:15,12
2024-05-17,16:16,0
2024-05-17,16:32,20
2024-05-17,16:32,15
2024-05-17,16:35,7
2024-05-17,16:41,10
2024-05-17,16:44,20
2024-05-17,16:50,20
2024-05-17,16:51,24
2024-05-17,16:55,35
2024-05-17,17:03,10
2024-05-17,17:10,14
2024-05-17,17:14,0
2024-05-17,17:14,16
2024-05-17,17:14,559
2024-05-17,17:24,14
2024-05-17,17:26,14
2024-05-17,17:31,10
2024-05-17,17:32,7
2024-05-17,17:39,12
2024-05-17,17:40,77
2024-05-17,17:50,12
2024-05-17,17:51,12
2024-05-17,17:53,9
2024-05-17,17:56,9
2024-05-17,17:57,12
2024-05-17,18:03,9
2024-05-17,18:07,8
2024-05-17,18:17,10
2024-05-17,18:18,9
2024-05-17,18:21,6
2024-05-17,18:21,6
2024-05-17,18:26,23
2024-05-17,18:30,20
2024-05-17,18:55,27
2024-05-17,20:23,9
2024-05-17,20:38,30
2024-05-17,20:46,179
2024-05-17,21:04,20
2024-05-17,21:06,10
2024-05-17,21:20,10
2024-05-17,21:29,11
2024-05-17,21:46,18
2024-05-17,22:31,17
2024-05-17,22:43,15
2024-05-17,22:51,23
2024-05-17,23:00,20
2024-05-17,23:08,10
2024-05-17,23:09,10
2024-05-17,23:20,8
2024-05-17,23:37,10
2024-05-17,23:45,10
2024-05-17,23:58,20
2024-05-17,00:15,15
2024-05-17,00:19,27
2024-05-17,00:38,30
2024-05-17,01:14,10
2024-05-17,01:35,15
2024-05-17,01:50,0
2024-05-18,02:36,5
2024-05-18,02:41,5
2024-05-18,02:43,0
2024-05-18,03:00,0
2024-05-18,03:38,17
2024-05-18,03:39,10
2024-05-18,03:49,10
2024-05-18,04:01,0
2024-05-18,04:17,18
2024-05-18,05:20,18
2024-05-18,05:22,8
2024-05-18,05:23,9
2024-05-18,05:50,10
2024-05-18,05:58,10
2024-05-18,06:00,50
2024-05-18,06:11,10
2024-05-18,06:44,116
2024-05-18,06:47,40
2024-05-18,07:04,10
2024-05-18,07:36,30
2024-05-18,07:37,10
2024-05-18,07:48,9
2024-05-18,07:57,8
2024-05-18,08:17,9
2024-05-18,08:30,40
2024-05-18,08:43,20
2024-05-18,08:43,20
2024-05-18,08:53,30
2024-05-18,08:55,10
2024-05-18,09:00,12
2024-05-18,09:04,11
2024-05-18,09:04,18
